Treatment,Timestamp,BikeMoveRight2,MVWait2,Permitted2,Safe2,BikeMoveRight4,MVWait4,Permitted4,Safe4,CycleDistance,CycleDist1,CycleDist2,MVDistance,CommuteType,CommuteType1,CommuteType2,State,Gender,Education
3_SLM,8.7.2014 10:00:12,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
3_SLM,8.8.2014 17:46:12,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,Graduate Degree
2_STR,8.8.2014 0:48:01,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Male,Graduate Degree
1_None,8.21.2014 20:48:39,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,Walk,Walk,Other,PA,Female,4-Year College
1_None,8.8.2014 7:37:18,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
4_BMUFL,7.16.2014 15:34:10,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,Walk,Walk,Other,PA,Female,Graduate Degree
4_BMUFL,7.16.2014 17:27:12,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,PA,Female,Graduate Degree
4_BMUFL,8.10.2014 13:40:56,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Female,Graduate Degree
4_BMUFL,8.12.2014 23:31:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,Graduate Degree
4_BMUFL,8.6.2014 17:21:32,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
4_BMUFL,8.6.2014 20:02:06,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
4_BMUFL,8.6.2014 22:50:03,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,None,Walk,Walk,Other,PA,Female,4-Year College
4_BMUFL,8.7.2014 11:17:54,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,Graduate Degree
4_BMUFL,8.7.2014 15:11:43,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,PA,Female,Graduate Degree
4_BMUFL,8.7.2014 15:30:58,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
4_BMUFL,8.7.2014 20:06:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,Graduate Degree
4_BMUFL,8.7.2014 20:51:33,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Female,Graduate Degree
4_BMUFL,8.7.2014 22:56:42,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Male,Graduate Degree
4_BMUFL,8.7.2014 7:08:44,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,Graduate Degree
4_BMUFL,8.7.2014 8:27:30,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,Community College
4_BMUFL,8.8.2014 0:17:50,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"I use bicycles about 50%, personal car 25%, and public transit 25%",Varies by day,Other,PA,Female,Graduate Degree
4_BMUFL,8.8.2014 21:08:05,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Retired,I do not commute to work or school,Other,PA,Male,4-Year College
4_BMUFL,8.8.2014 21:51:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,PA,Male,4-Year College
4_BMUFL,8.8.2014 9:55:19,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,Graduate Degree
4_BMUFL,9.16.2014 16:18:42,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,PA,,
3_SLM,8.12.2014 10:11:21,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Female,4-Year College
3_SLM,8.12.2014 9:12:11,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,PA,Male,Graduate Degree
3_SLM,8.6.2014 20:05:21,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,PA,Male,Community College
3_SLM,8.6.2014 22:00:13,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
3_SLM,8.6.2014 22:11:17,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Female,4-Year College
3_SLM,8.7.2014 11:03:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Walk,Walk,Other,PA,Male,4-Year College
3_SLM,8.7.2014 11:12:13,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,PA,Male,4-Year College
3_SLM,8.7.2014 12:20:31,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,Community College
3_SLM,8.7.2014 12:52:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,PA,Female,Graduate Degree
3_SLM,8.7.2014 19:43:00,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,Graduate Degree
3_SLM,8.7.2014 21:48:59,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Female,High School
3_SLM,8.7.2014 21:49:35,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Female,High School
3_SLM,8.7.2014 21:49:48,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Female,High School
3_SLM,8.7.2014 23:24:46,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Walk,Walk,Other,PA,Male,4-Year College
3_SLM,8.7.2014 8:58:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
3_SLM,8.8.2014 16:30:38,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,High School
3_SLM,8.8.2014 9:23:03,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
2_STR,8.10.2014 7:59:00,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Male,4-Year College
2_STR,8.30.2014 11:26:39,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
2_STR,8.6.2014 16:54:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,PA,Male,High School
2_STR,8.7.2014 12:53:31,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
2_STR,8.7.2014 13:55:10,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
2_STR,8.7.2014 19:58:24,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,High School
2_STR,8.7.2014 20:28:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Female,Graduate Degree
2_STR,8.7.2014 23:23:17,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
2_STR,8.7.2014 23:26:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Male,High School
2_STR,8.7.2014 8:32:07,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
2_STR,8.7.2014 9:18:48,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
2_STR,8.7.2014 9:48:39,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,Graduate Degree
2_STR,8.7.2014 9:57:43,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
2_STR,8.8.2014 15:11:57,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
2_STR,8.8.2014 18:49:03,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Male,Graduate Degree
1_None,8.11.2014 12:14:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,PA,Male,Graduate Degree
1_None,8.12.2014 10:00:32,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,PA,Male,Graduate Degree
1_None,8.30.2014 11:34:38,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,High School
1_None,8.7.2014 13:09:37,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
1_None,8.7.2014 13:12:55,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Male,4-Year College
1_None,8.7.2014 13:48:53,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
1_None,8.7.2014 16:13:36,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,PA,Male,High School
1_None,8.7.2014 9:01:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
1_None,8.7.2014 9:10:37,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
1_None,8.8.2014 0:01:51,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,PA,Male,4-Year College
1_None,8.8.2014 10:09:56,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,PA,Male,Graduate Degree
1_None,8.8.2014 12:00:07,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,PA,Female,Graduate Degree
1_None,8.8.2014 16:24:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,PA,Male,4-Year College
1_None,8.8.2014 6:05:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,PA,Female,Graduate Degree
1_None,8.8.2014 7:37:48,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,None,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,PA,Male,High School
4_BMUFL,8.6.2014 17:05:13,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,RI,Male,4-Year College
2_STR,8.13.2014 13:29:04,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,RI,Male,Graduate Degree
4_BMUFL,7.21.2014 21:53:15,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,SC,Male,Community College
4_BMUFL,8.19.2014 16:08:32,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,SC,Male,Graduate Degree
4_BMUFL,8.28.2014 12:46:36,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SC,Male,Graduate Degree
4_BMUFL,8.6.2014 18:41:14,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,Bicycle,Bicycle,Other,SC,Male,Graduate Degree
3_SLM,8.19.2014 16:58:15,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,SC,Male,4-Year College
3_SLM,8.28.2014 15:36:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,SC,Female,4-Year College
3_SLM,8.7.2014 14:04:54,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,SC,Male,Graduate Degree
3_SLM,8.7.2014 19:38:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SC,Male,Graduate Degree
3_SLM,9.1.2014 23:10:39,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,SC,Male,Graduate Degree
1_None,8.6.2014 23:07:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,SC,Male,Community College
1_None,8.7.2014 10:42:24,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SC,Male,Graduate Degree
1_None,8.7.2014 22:27:24,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SC,Male,4-Year College
4_BMUFL,8.6.2014 18:25:06,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SD,Male,4-Year College
4_BMUFL,8.9.2014 23:34:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SD,Male,4-Year College
3_SLM,8.10.2014 0:04:52,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,SD,,Graduate Degree
3_SLM,8.6.2014 18:10:04,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,SD,Male,4-Year College
3_SLM,8.9.2014 1:22:50,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,Bicycle,Bicycle,Other,SD,Male,4-Year College
2_STR,8.6.2014 22:27:32,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SD,Male,4-Year College
1_None,8.6.2014 18:04:54,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,SD,Male,4-Year College
1_None,8.6.2014 18:27:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,SD,Male,4-Year College
4_BMUFL,8.7.2014 0:36:05,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,TN,Male,4-Year College
